,Rating,Title,Review,Review_Date
247,4,"Superb phone in price range, can be bought","Writing after one month usePhone is superb in its prise rangeBack camera is goodNo laggingSlim and beautiful body,good to carryDisplay awesomeSound awesomeMultitasking superbQuick charging superbNot liking1.Power and navigation buttons are not on same side causing frequently make screenshot (if settings on)2.Talk Speaker on bottom of the phoneFront camera is upto mark3.On screen finger sensor bit slow compare to hardware",  27 September 2022
248,4,Good but not best of price,Not value for mony,  13 October 2022
249,4,Good,Good,  19 October 2022
250,4,Nice cam,,10 October 2022
251,4,Light weight,,15 October 2022
252,4,Best phone under 25k,,10 October 2022
253,4,Ofcourse buy,All good....,13 October 2022
254,4,Packaging and quality of product is very good,"Ok ,Value for money...",08 October 2022
255,4,Good.,Build quality is good,06 October 2022
256,4,Super quality,Better for other mobile,06 October 2022
257,5,Awesome,Overall Nice phone!!  Good display and battery backup too 1 day easygoing!  Performance is also nice & the camera was superb  Overall the phone is working properly good quality..  The price range is pretty good!!  Overall good experience with Phone  It's my first time I go with one plus  Thanks Amazon & One plus.....,31 October 2022
258,4,Good product,Good,13 October 2022
259,4,Good phone and budget price,Fingerprint very good and camera quality is good,07 October 2022
260,4,Good purchase,"It's been 20 days...speed is fine. Reviewing from same phone. Battery life is good, charges superfast",  8 October 2022
261,4,Product is good,Mobile phone is good but packing material is not good.,  7 October 2022
262,4,Parformance,Prosser camera,  5 October 2022
263,4,Good product,,  7 October 2022
264,4,Manjunath,overall good,  4 October 2022
265,4,Cannot use the chargee,"The media could not be loaded.
                



 The charger is not fitting to the power sockets. When i am trying to plug in it desturbs the switch, so literally I couldnt charge my phone till now. Please tell me a way to charge the phone. Can I use charger of another brands????",  1 October 2022
266,4,Outstanding,Superb,  7 October 2022
267,4,Good,Good,  8 October 2022
268,5,Budget Friendly,A budget friendly phone... I have used this phone for one month... No issues so far..1. Battery life is excellent.. Sometimes single charge is enough for two days2. Camera quality is great especially night time camera3. Fingerprint sensor is very quick4. Overall user experience is greatCons1.The phone is little heavier.2. Floating windows option is not available,  30 October 2022
269,4,Ots good mobile,,  8 October 2022
270,4,good camera quality and handy,received brand new in good condition yesterday. i'll be reviewing it after using it for a week.,07 October 2022
271,4,After one week of puchase,"Everything is ok except battery life , battery not going through one day performance is quite well.",07 October 2022
272,4,"Well done by 1+, still could be better!",Good phone by 1+ still some features could be better and the performance is kind of average .,05 October 2022
273,4,Review,Good phone with decent camera and processor at this price range.,10 October 2022
274,4,Good Mobile,Good battery,10 October 2022
275,4,Overall deal positive but touch sensors are very less receptive,"Phone is a good package deal. I am facing trouble with touch sensors, u literally had to sit through for an hour for impression registration even after which it couldn't fetch all required details. Kindly work on this. Camera quality average but processor there's no complaint ofcourse since it's from OnePlus",25 September 2022
276,4,Exlent product,,12 October 2022
277,4,"Mast he biduu log.,,😜17000 me to..any other mobile  TQ Amazon nd one plus..",Nice camera picture 👍 nd nice quality. But fingers print not perfect 😜 nd battery long lasting..1 day full care TQ Amazon.,03 October 2022
278,4,Superd cammara,,04 October 2022
279,4,Thus far good in the price of Rs 18000.,Good,10 October 2022
280,4,Good,Best phone in budget camera could be better ! Overall good,15 October 2022
281,4,OUTSTANDING,this is my first experience with one plus mobile such a nice product,12 October 2022
282,4,Awesome phone in this range,Camera quality is good in day light but in night its not good otherwise phone is good in this particular price range,03 October 2022
283,4,Review after using 2 months,"Good budget phone, but expectations not match with price.",02 October 2022
284,4,Oneplus,Camera and processor is good.,10 October 2022
285,4,Camera quality good,All good but no proper package and delivered to me..,09 October 2022
286,4,Amezing,Cemara quality amazing nd lovely Phone,01 October 2022
287,4,Good,Dual apps are not fully accessible.,07 October 2022
288,4,Value for money but the battery drains in power saving mode turns off,,12 October 2022
289,4,Great smartphone by OnePlus,"It's best budget phone, everything is fine, but only size of phone is big uncomfortable to one hand use thats why dislike.",30 September 2022
290,4,Review about one plus Nord CE 2 lite,It's good product but defect is theres no side button like as previous mobiles. I didn't play games in this mobile.so for me it's good. I bought for only Camera and battery backup that's it,  1 October 2022
291,4,Good product,Good product just go for it,  30 September 2022
292,4,Local Adapter,Camera quality is good 👍Battery backup very good 👍All is well,  4 October 2022
293,4,Good but not perfect,Phone good but battery I think not perfect,  1 October 2022
294,4,Excellent,All is ok,  12 October 2022
295,4,Phone is best but Camera is not so good,Boss! phone is good overall performance is good battery charging is very fast in 10 mins 0 to 36percent..  but Camera quality in this budget.  Oneplus need to do more 4k 30 fps but Camera will lag.. overall I like OnePlus.,  7 October 2022
296,4,Good phone but can be better with some audio fixing and operations,Fingerprint runs very efficiently,  1 October 2022
297,4,Good mobile,Good mobile to buy in this range,  12 October 2022
298,4,NYC product,The media could not be loaded.,  27 October 2022
299,4,Good Phone at this Budget,"The phone is good. Very smooth, camera quality is not bad, connectivity is good. Overall I am satisfied with the product.",  3 October 2022
300,3,Average phone at this price!,Camera quality could have been better. This phone is not recommended for selfi lover's. Battery back up is good. important this phone replicate the Oppo phones. Those who are using oppo can go for other option. I am using f 15 and this one plus similar tho this phone. This phone is good for business and shopkeeper for batter back up and easy to use. overall phone is good. However the price is high at given features,  30 October 2022
301,4,Overall good product,It's been only 3-4 days I bought it for my dad. He liked it that why I'll recommend this model.,  1 October 2022
302,4,Super,Excellent,  16 October 2022
303,4,Superb as per the Price.,"Superb Phone in 20kDecent Display, Battery life, Camera Quality and Sound.Good for Mid Range Gaming.Lag free in basic day today life usage like social media, calls, messages, watching videos and listening music.Good Phone in mid range.Recommended to those have a budget of under 20k.",  6 October 2022
304,4,Good 5g phone under 20k,Good performance,  11 October 2022
305,4,Best Premium quality phone under 20K.,"Screen quality is too good, battery life is good, fast charging too good. Camera quality is ok.Overall good phone, happy with the phone.",  3 October 2022
306,4,Preferable,Overall good,  10 October 2022
307,4,Good product,Very good one plus 5G,  9 October 2022
308,4,Finger print reader is not working properly although it is a good product,,  10 October 2022
309,4,oxygen os is very smooth,great performancecamera is averageoverall the phone is smoothfingerprint works very fastgreat deal,  6 October 2022
310,4,Good product at price,Good phone at such price,03 October 2022
311,4,Best,,03 October 2022
312,4,Bettery is good for all day,Good product,13 October 2022
313,4,Nice,Osm mobile,15 October 2022
